id,env,block,total.yield,vine.maturity,spec.grav,fry.color,stand.count
NDAF12139C-2,Hancock17,4,55,3,1.079,61.2,15
NDTX113030C-3W,Hancock17,4,46.9,2,1.083,63.8,14
NDTX12203AB-1W,Hancock17,4,51.1,2,1.077,64.2,15
NDTX1246-3W/Y,Hancock17,4,61,2,1.084,62.5,13
NY163,Hancock17,4,58,3,1.088,66,15
NY165,Hancock17,4,56.1,5,1.074,63.4,14
NYL8-12,Hancock17,4,56.2,4,1.078,65.5,15
NYM18-2,Hancock17,4,56.5,4,1.086,64.2,14
NYM7-4,Hancock17,4,61.6,6,1.081,65,14
NYN11-4,Hancock17,4,58.6,5,1.082,64.4,14
NYN25-1,Hancock17,4,48.3,4,1.076,67,14
NYN44-7,Hancock17,4,46.1,4,1.078,68.4,10
Snowden,Hancock17,4,63,3,1.079,63.9,14
W10659-16,Hancock17,4,50.3,2,1.07,66,14
W12078-77,Hancock17,4,42.9,3,1.086,64.3,12
W12NYN25-1,Hancock17,4,56.4,4,1.077,67.1,14
W12NYN40-3,Hancock17,4,51.4,4,1.08,59.8,15
WAF13076-2,Hancock17,4,66.2,1,1.081,64.1,15
AF5429-3,Hancock17,5,61.5,3,1.078,63.7,13
AF5484-3,Hancock17,5,77.8,5,1.086,66.2,13
AF5563-2,Hancock17,5,42.3,3,1.074,65.2,14
AF5583-3,Hancock17,5,41.5,5,1.085,65,15
AF5648-3,Hancock17,5,54.1,4,1.077,62.7,13
AF5682-5,Hancock17,5,47.2,2,1.075,67.4,14
AF5801-1,Hancock17,5,77.3,6,1.086,64.5,13
AF5825-3,Hancock17,5,57.3,4,1.094,65,14
AF5846-4,Hancock17,5,64.9,4,1.062,64.1,14
AFC5687-2W,Hancock17,5,43.4,6,1.074,68.6,15
AOR09034-3,Hancock17,5,79,3,1.079,64.3,13
AOR11470-1,Hancock17,5,62.3,8,1.107,69.6,14
AOR11484-2,Hancock17,5,62.1,1,1.078,65.7,15
AOR11488-1,Hancock17,5,50,3,1.082,59,14
AORTX09032-3W,Hancock17,5,41.5,6,1.09,65.6,15
AORTX09033-4W,Hancock17,5,62,5,1.085,63.5,14
AORTX09037-1W,Hancock17,5,40.8,3,1.077,63.4,15
AORTX09037-4W/Y,Hancock17,5,71.5,4,1.074,66.4,13
AORTX09037-5W/Y,Hancock17,5,53.7,1,1.075,63.1,14
AORTX10247-1W/Y,Hancock17,5,44,4,1.083,62.9,14
Atlantic,Hancock17,5,56,4,1.083,NA,15
B2869-29,Hancock17,5,49.4,4,1.09,64.4,15
B2904-2,Hancock17,5,55.9,2,1.072,64.1,14
B3176-1,Hancock17,5,56.6,5,1.086,62.4,15
B3181-7,Hancock17,5,41.3,1,1.078,68.2,14
B3183-6,Hancock17,5,71.8,3,1.08,61.7,12
B3223-5,Hancock17,5,44.6,1,1.077,61.7,14
BNC311-4,Hancock17,5,60.1,2,1.071,64.3,15
BNC541-5,Hancock17,5,29.1,1,1.086,63.1,15
BNC549-1,Hancock17,5,35.4,1,1.084,64.2,14
CO10073-7W,Hancock17,5,46.2,2,1.074,64.9,13
CO10076-4W,Hancock17,5,51.1,4,1.07,65.4,13
CO11023-9W,Hancock17,5,43,5,1.073,58.1,15
CO11048-8W,Hancock17,5,55.2,5,1.07,66.8,15
CO11087-1W,Hancock17,5,44,5,1.077,66.4,14
COTX12235-2W,Hancock17,5,36,3,1.063,68.8,14
Lamoka,Hancock17,5,60.3,6,1.08,61.4,12
MSAFB611-5,Hancock17,5,43.3,4,1.092,70.1,14
MSAFB614-6,Hancock17,5,71.9,6,1.081,66.7,12
MSAFB618-3,Hancock17,5,71.9,6,1.086,70.4,11
MSAFB626-5,Hancock17,5,54,4,1.073,57.8,15
MSAFB635-3,Hancock17,5,49.5,4,1.079,63.1,15
MST437-1,Hancock17,5,38.6,6,1.088,66.7,15
MSV380-1,Hancock17,5,42.3,5,1.079,63.8,14
MSV507-003,Hancock17,5,54.4,4,1.088,64.3,13
MSV507-073,Hancock17,5,56.1,6,1.088,67.4,14
MSV507-128,Hancock17,5,50.1,5,1.072,64.3,13
MSW294-1,Hancock17,5,57.4,5,1.08,61.2,13
MSW474-1,Hancock17,5,59.6,4,1.079,69.9,13
MSX042-3,Hancock17,5,32.2,3,1.084,67,15
MSX225-2,Hancock17,5,60.3,6,1.083,67.9,15
MSX345-6Y,Hancock17,5,53.3,6,1.085,59.9,13
MSX542-2,Hancock17,5,44.4,4,1.077,68.2,15
MSY041-1,Hancock17,5,56.6,4,1.078,64.3,15
MSZ013-3,Hancock17,5,51.8,1,1.072,64.8,15
MSZ042-7,Hancock17,5,61.3,5,1.09,61.4,13
MSZ052-02,Hancock17,5,67.2,4,1.078,66.9,14
MSZ052-11,Hancock17,5,71.3,6,1.07,61.1,15
MSZ118-1,Hancock17,5,50.9,4,1.082,62.6,15
MSZ154-1,Hancock17,5,67.7,5,1.079,65.3,12
MSZ159-3,Hancock17,5,56.2,2,1.086,65.7,13
MSZ242-07,Hancock17,5,44.4,6,1.086,62.7,15
MSZ242-09,Hancock17,5,54.9,5,1.09,62.3,15
MSZ242-13,Hancock17,5,49.7,5,1.089,66.3,14
MSZ251-1,Hancock17,5,52.5,2,1.082,66.4,13
MSZ269-18,Hancock17,5,44.5,3,1.078,65,15
NC470-3,Hancock17,5,74.3,8,1.087,59.8,14
NC472-1,Hancock17,5,79.3,5,1.077,66.2,14
NC473-2,Hancock17,5,66.7,5,1.068,67.7,15
NCB3171-7,Hancock17,5,61.9,4,1.078,63.7,15
ND0102642C-2,Hancock17,5,51.4,3,1.074,69.5,14
ND0102642C-2,Hancock17,5,61.2,3,1.078,66.9,12
ND092018C-2,Hancock17,5,44.5,2,1.085,65.8,14
ND113278-3,Hancock17,5,54.8,2,1.073,66.8,14
ND113278-3,Hancock17,5,50.7,2,1.075,59.7,14
ND113386Ab-5,Hancock17,5,52,3,1.076,61.6,14
ND113509C-2,Hancock17,5,47.5,1,1.079,66.2,15
ND12180ABC-8,Hancock17,5,52.8,3,1.08,66.3,15
ND12209C-3,Hancock17,5,62.5,5,1.082,69.1,12
ND124C-1,Hancock17,5,56.1,3,1.083,66.6,15
NDAF113470C-3,Hancock17,5,64.4,3,1.076,66.3,15
NDAF113491C-6,Hancock17,5,51.5,5,1.081,61.5,15
NDTX113030C-3W,Hancock17,5,54.5,2,1.081,62.1,12
NDTX113467CB-1W,Hancock17,5,55.8,3,1.093,66.4,15
NDTX1244-3W/Y,Hancock17,5,82.1,6,1.082,55.7,13
NY163,Hancock17,5,65.9,4,1.085,65.2,13
NY165,Hancock17,5,74.4,3,1.077,61.4,13
NY168,Hancock17,5,50.5,4,1.087,68,15
NYL8-12,Hancock17,5,62.1,5,1.081,56.6,14
NYM15-3,Hancock17,5,46.1,2,1.089,66,15
NYM7-4,Hancock17,5,63.2,5,1.081,68.8,15
NYN24-2,Hancock17,5,62.2,5,1.09,66.7,14
NYN52-5,Hancock17,5,57.2,5,1.081,67,14
NYN6-2,Hancock17,5,83.2,6,1.083,64.7,14
Petoskey,Hancock17,5,42.5,5,1.084,65.2,14
Snowden,Hancock17,5,58.5,3,1.075,67.4,14
TX13563-1W,Hancock17,5,34.6,1,1.078,64.5,15
W10659-16,Hancock17,5,46.8,5,1.077,63.1,12
W12078-76,Hancock17,5,59.4,5,1.09,64.3,15
W12082-5,Hancock17,5,38,3,1.081,60.9,14
W12NYN39-2,Hancock17,5,57,4,1.078,62.6,13
WAF13066-2,Hancock17,5,64.6,3,1.086,63,14
Atlantic,Hancock18,1,55.7,4,1.067,54.6,15
Hodag,Hancock18,1,40.4,5,1.072,53.5,15
Lamoka,Hancock18,1,42.1,3,1.074,63.8,15
Snowden,Hancock18,1,54.1,3,1.076,54.8,15
W14084-1,Hancock18,1,50.3,2,1.066,61.1,15
W14184-7,Hancock18,1,43.7,5,1.072,53.6,15
W14187-21,Hancock18,1,65.3,4,1.079,58.5,15
W14AF5949-2,Hancock18,1,46.5,4,1.073,49.9,15
W14AF6003-2,Hancock18,1,52.1,6,1.076,60.9,14
W14NYQ29-5,Hancock18,1,47.7,4,1.077,55,15
W14NYQ3-1,Hancock18,1,49.7,2,1.077,54.1,15
W14NYQ38-8,Hancock18,1,41.5,6,1.074,50.9,14
W14NYQ9-2,Hancock18,1,71.7,5,1.072,52.8,15
W15116-4,Hancock18,1,52.1,3,1.074,57.1,15
W15119-15,Hancock18,1,60.5,3,1.085,58.2,15
W15120-4,Hancock18,1,36.1,2,1.069,51.8,15
W15121-5,Hancock18,1,61,2,1.083,57.1,15
W15121-6,Hancock18,1,58.7,2,1.078,51.1,15
W15121-8,Hancock18,1,54.9,4,1.077,47.6,15
W15122-5,Hancock18,1,46.8,5,1.075,53.8,15
W15125-12,Hancock18,1,53.5,4,1.08,47,15
W15125-2,Hancock18,1,51.1,4,1.074,54.3,15
W15125-5,Hancock18,1,65.1,3,1.082,58.4,15
W15126-2,Hancock18,1,44.9,4,1.069,59,15
W15130-6,Hancock18,1,41,1,1.068,57.4,13
W15144-6,Hancock18,1,45.1,4,1.081,56.8,15
W15149-6,Hancock18,1,35.3,3,1.084,50.8,15
W15149-8,Hancock18,1,NA,5,1.077,48,9
W15150-12,Hancock18,1,51.9,5,1.075,49.8,14
W15150-3,Hancock18,1,59.6,3,1.088,55.8,15
W15151-4,Hancock18,1,51.2,5,1.074,55.6,15
W15151-9,Hancock18,1,64.9,3,1.075,55.2,15
W15152-2,Hancock18,1,46.8,5,1.078,51.7,15
W15156-2,Hancock18,1,38.7,2,1.086,47.2,15
W15158-15,Hancock18,1,NA,6,NA,55.2,5
W15165-1,Hancock18,1,42.4,6,1.076,56.8,15
W15165-15,Hancock18,1,37.5,5,1.072,57.1,15
W15174-1,Hancock18,1,41.8,4,1.076,45.1,13
W15184-4,Hancock18,1,58.6,2,1.082,58.4,15
W15190-6,Hancock18,1,50.5,5,1.075,52.9,15
W15193-1,Hancock18,1,41,3,1.084,57.3,13
W15194-4,Hancock18,1,29.2,3,1.079,58.7,15
W15200-3,Hancock18,1,46.9,4,1.079,53.6,12
W15200-7,Hancock18,1,NA,4,1.078,50.8,5
W15204-8,Hancock18,1,52.8,2,1.078,51.1,15
W15205-2,Hancock18,1,42.5,4,1.084,59.1,14
W15209-4,Hancock18,1,50.5,2,1.072,51.3,15
W15214-1,Hancock18,1,48.9,2,1.08,59.3,15
W15220-1,Hancock18,1,55.9,4,1.065,44.9,14
W15225-1,Hancock18,1,62.5,6,1.077,50.1,15
W15NYR10-3,Hancock18,1,27.2,3,1.086,57.6,14
W15NYR10-7,Hancock18,1,44.6,6,1.068,57.6,14
W15NYR11-13,Hancock18,1,55.3,6,1.076,54.2,15
W15NYR16-2,Hancock18,1,62,6,1.073,60.5,15
W15NYR5-3,Hancock18,1,31,3,1.084,57.7,15
W15NYR9-8,Hancock18,1,54.9,7,1.069,50.5,13
Atlantic,Hancock18,2,46.9,5,1.075,NA,15
Hodag,Hancock18,2,41.8,5,1.067,50.8,13
Lamoka,Hancock18,2,36.5,3,1.069,62.5,15
Snowden,Hancock18,2,51.7,3,1.07,56.5,15
W14183-2,Hancock18,2,67.9,3,1.07,53.8,15
W14186-21,Hancock18,2,40.5,3,1.065,52.7,15
W14190-15,Hancock18,2,44.5,2,1.062,53.4,14
W14AF5992-2,Hancock18,2,62.9,4,1.069,55.4,15
W14AF6018-1,Hancock18,2,35.8,3,1.081,56,15
W14NYQ23-11,Hancock18,2,29.4,5,1.085,54.3,14
W14NYQ28-3,Hancock18,2,56.5,7,1.071,62.4,15
W14NYQ38-14,Hancock18,2,63.6,6,1.066,55.8,15
W14NYQ4-1,Hancock18,2,54.9,4,1.076,56.4,15
W15116-8,Hancock18,2,52.8,3,1.076,52.3,15
W15117-6,Hancock18,2,49.6,5,1.09,55.7,15
W15118-3,Hancock18,2,64.9,4,1.076,55.9,15
W15121-4,Hancock18,2,46,4,1.081,52,15
W15125-10,Hancock18,2,55.3,2,1.059,58.4,15
W15126-3,Hancock18,2,NA,4,1.07,56.9,9
W15138-3,Hancock18,2,31.3,3,1.069,56.9,15
W15142-6,Hancock18,2,50,4,1.073,59.6,14
W15144-23,Hancock18,2,33.6,3,1.076,54.8,15
W15144-9,Hancock18,2,51,5,1.071,52.2,12
W15145-10,Hancock18,2,NA,5,1.079,50.6,4
W15145-6,Hancock18,2,42.2,2,1.074,55.1,14
W15149-1,Hancock18,2,32.7,2,1.074,55.8,15
W15149-2,Hancock18,2,24.1,1,1.056,48.2,15
W15151-1,Hancock18,2,47.2,4,1.082,53.2,15
W15151-6,Hancock18,2,42,4,1.067,55.1,15
W15158-14,Hancock18,2,42,3,1.068,50.3,15
W15158-21,Hancock18,2,41.2,3,1.066,56.2,13
W15161-2,Hancock18,2,40.9,3,1.065,63.1,15
W15161-7,Hancock18,2,22.5,1,1.07,61.3,15
W15161-8,Hancock18,2,NA,4,1.074,54.8,9
W15164-2,Hancock18,2,45.2,4,1.067,49.8,13
W15165-16,Hancock18,2,40.3,2,1.069,49.8,15
W15165-3,Hancock18,2,44.4,3,1.066,55.7,15
W15168-3,Hancock18,2,NA,3,1.068,53.2,9
W15169-2,Hancock18,2,32.1,4,1.082,57.4,15
W15180-10,Hancock18,2,38.6,4,1.064,55.7,15
W15180-12,Hancock18,2,31.1,5,1.08,46.4,14
W15183-1,Hancock18,2,32.3,3,1.075,51,15
W15184-22,Hancock18,2,45.9,3,1.073,57.4,15
W15184-23,Hancock18,2,39,4,1.077,51.6,15
W15198-1,Hancock18,2,29.6,1,1.069,53.6,15
W15199-2,Hancock18,2,61.3,3,1.069,48.4,15
W15200-8,Hancock18,2,NA,2,1.07,55.4,8
W15211-7,Hancock18,2,46.6,2,1.072,44.8,11
W15212-11,Hancock18,2,45,3,1.079,56.3,15
W15218-1,Hancock18,2,NA,6,1.081,50.4,8
W15225-4,Hancock18,2,39.4,1,1.072,53.6,15
W15NYR10-6,Hancock18,2,45.1,2,1.07,54.8,15
W15NYR19-1,Hancock18,2,30.6,1,1.062,61.2,15
W15NYR5-2,Hancock18,2,48.7,5,1.075,62,15
W15NYR9-3,Hancock18,2,42.6,2,1.079,59.9,15
W15NYR9-6,Hancock18,2,41.7,4,1.07,59,15
Atlantic,Hancock18,3,51.1,4,1.079,54.8,15
Hodag,Hancock18,3,39.1,2,1.072,50.5,15
Lamoka,Hancock18,3,32.2,2,1.075,56.3,15
Snowden,Hancock18,3,48.4,4,1.074,51.2,15
W14184-5,Hancock18,3,55.2,3,1.074,54.1,15
W14187-2,Hancock18,3,33.8,2,1.076,55,14
W14AF5938-11,Hancock18,3,44,1,1.071,57.8,15
W14AF5997-1,Hancock18,3,42.1,5,1.076,52,14
W14AF6037-5,Hancock18,3,41.6,2,1.071,53.1,15
W14NYQ104-4,Hancock18,3,65.2,6,1.069,57.5,13
W14NYQ29-6,Hancock18,3,31.2,3,1.068,57.6,12
W14NYQ4-5,Hancock18,3,50.2,5,1.066,59.7,14
W14NYQ9-3,Hancock18,3,54.3,5,1.074,58.4,14
W15116-1,Hancock18,3,48.5,4,1.074,NA,15
W15119-1,Hancock18,3,45.7,3,1.078,53.7,15
W15119-24,Hancock18,3,41.2,3,1.082,56.5,15
W15121-9,Hancock18,3,55.1,1,1.08,52.6,15
W15122-6,Hancock18,3,NA,2,1.075,48.8,9
W15122-7,Hancock18,3,29.8,3,1.083,52.1,15
W15125-4,Hancock18,3,58.5,4,1.071,49,15
W15126-9,Hancock18,3,49.8,4,1.08,55.8,15
W15137-1,Hancock18,3,41.1,4,1.075,54.1,15
W15142-8,Hancock18,3,41.9,1,1.084,55.3,15
W15143-3,Hancock18,3,34.9,3,1.076,53.1,15
W15144-19,Hancock18,3,45.7,3,1.081,56.4,15
W15144-21,Hancock18,3,32.8,4,1.065,58.5,15
W15144-32,Hancock18,3,NA,5,1.082,56.2,8
W15147-19,Hancock18,3,34,3,1.066,55.9,13
W15149-7,Hancock18,3,61.3,4,1.077,53.3,11
W15151-2,Hancock18,3,39.7,3,1.07,47.4,15
W15156-1,Hancock18,3,37.9,5,1.079,53.1,15
W15160-8,Hancock18,3,28.5,3,1.072,51.6,15
W15161-5,Hancock18,3,51.1,2,1.068,52.6,12
W15162-2,Hancock18,3,46.8,1,1.071,53.2,15
W15162-4,Hancock18,3,40.2,3,1.067,52.4,15
W15164-3,Hancock18,3,50.2,5,1.088,56.6,15
W15167-1,Hancock18,3,29.4,2,1.067,53.6,15
W15170-10,Hancock18,3,41.8,1,1.067,51.9,15
W15170-3,Hancock18,3,62,4,1.064,57.6,15
W15184-2,Hancock18,3,48.3,2,1.072,52.7,15
W15184-27,Hancock18,3,36,3,1.079,57.1,15
W15184-6,Hancock18,3,43.6,4,1.079,55.5,15
W15184-8,Hancock18,3,38.7,2,1.075,57.6,15
W15194-7,Hancock18,3,31.2,2,1.076,49.8,15
W15202-4,Hancock18,3,38.9,3,1.078,53.3,15
W15204-9,Hancock18,3,46.7,4,1.073,59.1,15
W15212-5,Hancock18,3,45.8,4,1.065,50.6,13
W15214-2,Hancock18,3,46.7,5,1.084,58.2,15
W15214-3,Hancock18,3,48,4,1.078,50.4,15
W15AF6243-4,Hancock18,3,56.6,4,1.077,55.2,15
W15NYR10-4,Hancock18,3,48,3,1.074,60,15
W15NYR10-5,Hancock18,3,45.1,4,1.073,52.1,12
W15NYR10-8,Hancock18,3,50.3,5,1.087,56.3,13
W15NYR11-11,Hancock18,3,52.3,6,1.076,52.5,15
W15NYR11-8,Hancock18,3,52.5,5,1.079,51.9,15
W15NYR7-2,Hancock18,3,34.2,1,1.066,59.2,15
A11516-1C,Hancock18,4,45.7,3,1.07,52.4,15
AF5563-2,Hancock18,4,57.2,3,1.07,61.8,12
AF5563-5,Hancock18,4,47.8,5,1.062,59.6,15
AF5635-8,Hancock18,4,59.1,6,1.081,60.2,15
AF5677-4,Hancock18,4,55.6,4,1.07,50.4,15
AF5825-3,Hancock18,4,61.1,4,1.087,56.4,15
AF5938-6,Hancock18,4,54.7,6,1.065,58.4,15
AF6027-2,Hancock18,4,55.4,3,1.067,61.3,15
AFC5687-2W,Hancock18,4,45.2,3,1.067,57.1,15
AOR09034-3,Hancock18,4,NA,7,1.071,54.7,5
AOR12197-4,Hancock18,4,58.9,6,1.073,59.5,15
AOR13125-2,Hancock18,4,NA,NA,1.08,57.6,NA
AORTX09037-5W/Y,Hancock18,4,61.1,4,1.072,59.7,15
AORTX09144-2W,Hancock18,4,46.6,6,1.066,54.2,14
Atlantic,Hancock18,4,52.4,4,1.072,55.9,15
B2904-2,Hancock18,4,61.6,3,1.072,52.4,15
B3012-1,Hancock18,4,59.7,1,1.072,48.8,15
B3183-6,Hancock18,4,61.4,5,1.072,60.3,15
B3299-5,Hancock18,4,NA,NA,NA,51.8,NA
BNC544-2,Hancock18,4,35,2,1.08,59.6,15
CO10073-7W,Hancock18,4,58.3,3,1.07,59.2,15
CO10076-4W,Hancock18,4,47.3,3,1.061,58.6,15
CO11023-2W,Hancock18,4,38.4,6,1.074,58.4,12
CO11023-9W,Hancock18,4,39.1,7,1.072,53.4,13
CO11037-5W,Hancock18,4,51.9,6,1.071,55.8,15
COOR13270-2,Hancock18,4,NA,NA,1.073,59,NA
COTX12235-2W,Hancock18,4,43.9,2,1.068,58.3,12
COTX12428-1W,Hancock18,4,NA,4,1.07,50.1,6
Lamoka,Hancock18,4,34.9,3,1.073,60,15
MSAA072-04,Hancock18,4,NA,NA,1.076,57.8,NA
MSAA072-05,Hancock18,4,40,4,1.074,61.8,15
MSAA252-07,Hancock18,4,NA,NA,1.074,44.1,NA
MSAA290-02,Hancock18,4,37.5,7,1.066,47.8,12
MSAA309-15,Hancock18,4,NA,NA,1.064,58.6,NA
MSAA324-04,Hancock18,4,NA,NA,1.06,51.4,NA
MSAA328-04,Hancock18,4,55.5,5,1.069,59.8,14
MSAA342-02,Hancock18,4,NA,8,1.07,55.6,7
MSAA342-11Y,Hancock18,4,NA,NA,1.064,58.3,NA
MSAA556-03Y,Hancock18,4,43.8,4,1.065,56,15
MSAA678-01,Hancock18,4,47.7,4,1.077,59.2,15
MSAFB605-4,Hancock18,4,54.3,5,1.074,59.9,15
MSAFB610-2,Hancock18,4,48.3,6,1.069,53.9,15
MSAFB610-4,Hancock18,4,74,6,1.072,57.8,15
MSAFB614-6,Hancock18,4,59.8,5,1.076,57.4,11
MSAFB618-2,Hancock18,4,42,4,1.075,59.1,15
MSAFB618-3,Hancock18,4,38.6,5,1.07,56.8,15
MSAFB635-3,Hancock18,4,65.4,3,1.077,58,15
MSV507-003,Hancock18,4,32.5,3,1.077,57.1,15
MSV507-012,Hancock18,4,31.8,5,1.076,56.2,11
MSW004-1,Hancock18,4,56.9,6,1.083,50.6,15
MSX111-3,Hancock18,4,70.5,8,1.088,63.3,14
MSX225-2,Hancock18,4,49.5,5,1.071,52.2,10
MSY022-2,Hancock18,4,NA,6,1.066,50.9,9
MSY041-1,Hancock18,4,61.6,7,1.078,57.9,15
MSY156-2,Hancock18,4,60,7,1.078,55.5,15
MSZ022-16,Hancock18,4,48.9,5,1.073,60.1,15
MSZ042-7,Hancock18,4,53,4,1.088,58.9,14
MSZ242-09,Hancock18,4,56.9,7,1.076,56.1,15
MSZ242-13,Hancock18,4,47.6,6,1.088,57.4,15
MSZ246-1,Hancock18,4,54.8,6,1.08,58.7,10
NC470-3,Hancock18,4,NA,5,1.065,59.7,8
NCB3171-7,Hancock18,4,53.6,4,1.075,59.7,12
ND113307C-3,Hancock18,4,48.5,4,1.067,53,15
ND12180ABC-8,Hancock18,4,57.4,2,1.067,59.5,13
ND14358AB-1,Hancock18,4,50.4,5,1.073,57.6,15
ND14437CAB-1,Hancock18,4,35.7,1,1.065,55.7,15
ND14437CAB-2,Hancock18,4,40.4,5,1.081,52.7,13
NDAF113470C-3,Hancock18,4,64.5,4,1.071,49.1,15
NDAF14437CAB-3,Hancock18,4,30.4,4,1.067,58.5,14
NDTX12203AB-1W,Hancock18,4,34.5,1,1.058,62.8,15
NDTX1244-3W/Y,Hancock18,4,65.1,7,1.074,57.3,15
NDTX1246-3W,Hancock18,4,47,6,1.061,58.4,14
NDTX1246-5W/Y,Hancock18,4,52.4,1,1.073,58.6,15
NY165,Hancock18,4,65.5,5,1.07,62.7,15
NY166,Hancock18,4,61.2,4,1.071,60.7,15
NY169,Hancock18,4,63.1,2,1.076,62,15
NYP103-22,Hancock18,4,56,3,1.072,58.7,10
NYP111-16,Hancock18,4,52.3,4,1.071,62.2,15
NYP118-6,Hancock18,4,77.8,3,1.069,55.9,14
OR09256-2,Hancock18,4,65.4,6,1.079,56.8,10
Petoskey,Hancock18,4,26.7,2,1.084,60.1,15
Pike,Hancock18,4,51.1,8,1.078,60,14
Snowden,Hancock18,4,50.5,4,1.067,61.9,15
TX12483-6W,Hancock18,4,25.7,2,1.065,57.7,15
W12078-76,Hancock18,4,54,6,1.081,60.4,12
W13057-3,Hancock18,4,64.9,4,1.074,59.5,15
W13058-4,Hancock18,4,51.8,5,1.083,57.8,15
W13069-5,Hancock18,4,31.9,3,1.071,57.9,15
W13NYP19-2,Hancock18,4,63.6,5,1.085,63.9,15
W9968-5,Hancock18,4,56.5,6,1.077,55.4,15
WAF14187-5,Hancock18,4,52.7,4,1.077,58.4,15
WIA14067-1C,Hancock18,4,61.9,5,1.068,55.8,15
A11520-1C,Hancock18,5,58.2,3,1.056,51.4,15
AF5563-2,Hancock18,5,52.6,3,1.069,60.5,11
AF5563-5,Hancock18,5,38.3,3,1.057,61,15
AF5819-2,Hancock18,5,80.6,5,1.066,54.4,15
AF6037-2,Hancock18,5,50.5,3,1.073,57.5,15
AF6037-3,Hancock18,5,52.3,4,1.049,57.4,14
AFC5687-2W,Hancock18,5,46.2,6,1.064,57.7,12
AOR09034-3,Hancock18,5,NA,6,1.071,54.9,4
AOR12197-4,Hancock18,5,63.9,4,1.065,54.4,10
AOR13125-9,Hancock18,5,NA,NA,1.082,54.4,NA
AORTX09037-5W/Y,Hancock18,5,48.7,4,1.067,60,15
AORTX09144-2W,Hancock18,5,43.5,6,1.072,52.7,14
Atlantic,Hancock18,5,43.5,5,1.074,55.8,15
B2904-2,Hancock18,5,54.8,3,1.07,49.8,15
B3012-1,Hancock18,5,65.8,1,1.074,51.5,15
B3183-6,Hancock18,5,50.1,4,1.08,58,15
B3296-3,Hancock18,5,40.9,2,1.072,55,15
B3297-1,Hancock18,5,33.5,3,1.072,54.9,13
B3305-1,Hancock18,5,44.8,4,1.075,58,12
BNC544-2,Hancock18,5,40.7,1,1.079,58.6,15
CO10073-7W,Hancock18,5,51.8,4,1.07,56.3,15
CO10076-4W,Hancock18,5,48.4,4,1.064,59,15
CO11023-2W,Hancock18,5,47.6,6,1.073,57.4,12
CO11037-5W,Hancock18,5,50.3,5,1.071,57.1,15
COOR13428-1,Hancock18,5,NA,2,1.074,62.9,9
COTX12235-2W,Hancock18,5,32.4,5,1.064,57.3,15
COTX12428-1W,Hancock18,5,NA,5,1.062,55.6,6
Lamoka,Hancock18,5,32,2,1.073,62.8,13
MSAA036-09,Hancock18,5,NA,NA,1.06,57.2,NA
MSAA038-09Y,Hancock18,5,59,7,1.071,63.1,10
MSAA076-04,Hancock18,5,49,4,1.07,47.8,14
MSAA091-01,Hancock18,5,NA,3,1.07,57.8,6
MSAA241-01,Hancock18,5,NA,5,1.062,42.3,8
MSAA260-03,Hancock18,5,48.1,7,1.072,56.6,12
MSAA271-05,Hancock18,5,50.3,5,1.057,55.7,14
MSAA313-01,Hancock18,5,NA,2,NA,57.3,7
MSAA498-07,Hancock18,5,33.6,6,1.073,51.3,11
MSAA725-03,Hancock18,5,39.1,4,1.065,59.3,15
MSAFB609-12,Hancock18,5,32.7,4,1.072,58.3,15
MSAFB609-5,Hancock18,5,58.3,4,1.072,56.8,15
MSAFB614-4,Hancock18,5,50.6,4,1.068,52.5,15
MSAFB618-2,Hancock18,5,26.9,6,1.075,61.3,15
MSAFB618-3,Hancock18,5,44,6,1.073,59.6,15
MSAFB619-2,Hancock18,5,57.7,8,1.072,55.1,15
MSAFB626-8,Hancock18,5,48.8,5,1.066,43.7,15
MSAFB635-15,Hancock18,5,52.8,5,1.074,61.2,15
MSV507-003,Hancock18,5,31.7,4,1.075,60.5,14
MSV507-012,Hancock18,5,24.5,2,1.075,52.1,14
MSW004-1,Hancock18,5,NA,NA,1.077,45.8,NA
MSX111-3,Hancock18,5,58.8,8,1.085,59.2,15
MSX225-2,Hancock18,5,36.9,4,1.072,55.1,11
MSY022-2,Hancock18,5,46.5,4,1.07,43.3,12
MSY041-1,Hancock18,5,56.7,6,1.079,56,15
MSY156-2,Hancock18,5,64,7,1.081,55.8,11
MSZ022-16,Hancock18,5,47.7,6,1.067,56.6,12
MSZ042-7,Hancock18,5,37.4,4,1.077,59.1,15
MSZ242-09,Hancock18,5,56.4,4,1.08,57.6,15
MSZ242-13,Hancock18,5,35.9,5,1.083,62,15
MSZ246-1,Hancock18,5,42.7,6,1.081,54.5,15
NC470-3,Hancock18,5,57.4,7,1.083,57.8,12
NCB3171-7,Hancock18,5,46.2,3,1.073,53.6,15
ND102921C-3,Hancock18,5,45.6,1,1.072,54.6,15
ND12180ABC-8,Hancock18,5,52,3,1.069,60.8,15
ND1221-1,Hancock18,5,39.5,3,1.06,57.3,13
ND122C-1,Hancock18,5,46.3,3,1.074,59.4,15
ND1328YABC-1,Hancock18,5,70.3,6,1.079,55.9,15
NDA1448CAB-1C,Hancock18,5,NA,5,1.05,55.9,9
NDAF113470C-3,Hancock18,5,55.6,4,1.072,49.4,15
NDTX12203AB-1W,Hancock18,5,40.6,4,1.068,56.7,12
NDTX1244-3W/Y,Hancock18,5,59.5,3,1.073,59.8,15
